ingredients_text,ingredients_tags,ingredients_analysis_tags,additives,additives_tags,additives_en,additives_n,allergens,allergens_en,nova_group,nutriscore_score,nutriscore_grade,serving_size,serving_quantity,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g
,,,,,,,,,,-4.0,a,0g,0.0,126.0,6.1,0.6,3.1,0.5,22.4,3.0,0.49,0.196
"La cellulose Microcristalline, Maltodextrine, Calcium (Carbonate de Calcium), Vitamine C (Acide ascorbique), Magnésium (0xyde de Magnésium), Fécule de maïis, Vitamine B3 (Nicotinamide), Fer (Fumarate Ferreux), Vitamine E (D-a Acétate de tocophéryle), Palmitate d'ascorbyle, Zinc (0xyde de Zinc), Vitamine B5 (Pantothénate de D-Calcium), Vitamine B2 (Riboflavine), Vitamine B6 (Le Chlorhydrate de Pyridoxine), Manganèse (Sulfate de manganèse), Vitamine B1 (Chlorhydrate de Thiamine). Cuivre (Gluconate cuivrique), Vitamine A (Acétate de Rétinyle), Acide folique, lode (lodure de potassium), Vitamine K2 (Menaquinone-7), Sélénium (Sélénite de sodium), Vitamine B12 (Méthyl cobalamine), Biotine, Molybdène (Molybdate de Sodium), Chrome (Picolinate de chrome), Vitamine D3 (Cholécalciférol). Stabilisateurs: Polyvinylpyrrolidone K 30, Hydroxypropyl méthylcellulose","en:e460i,en:e460,en:maltodextrin,en:calcium,en:minerals,en:e300,en:magnesium,fr:fecule-de-maiis,en:e375,en:iron,en:vitamin-e,en:e304i,en:e304,en:zinc,en:pantothenic-acid,en:vitamins,en:e101,en:vitamin-b6,en:manganese,en:thiamin,en:copper,en:vitamin-a,en:folic-acid,en:folate,fr:lode,en:menaquinone,en:vitamin-k,en:selenium,en:vitamin-b12,en:biotin,en:molybdenum,en:chromium,en:cholecalciferol,en:vitamin-d,en:stabiliser,en:e464,en:e170i,en:e170,fr:0xyde-de-magnesium,en:iron-fumarate,fr:d-a-acetate-de-tocopheryle,fr:0xyde-de-zinc,en:d-pantothenate-calcium,en:pyridoxine-hydrochloride,en:manganese-sulfate,en:thiamin-hydrochloride,fr:gluconate-cuivrique,fr:acetate-de-retinyle,fr:lodure-de-potassium,fr:menaquinone-7,en:sodium-selenite,fr:methyl-cobalamine,en:sodium-molybdate,en:chromium-picolinate,fr:polyvinylpyrrolidone-k-30","en:may-contain-palm-oil,en:vegan,en:vegetarian",,"en:e1201,en:e304,en:e304i,en:e460,en:e460i,en:e464","E1201 - Polyvinylpyrrolidone,E304 - Fatty acid esters of ascorbic acid,E304i - Ascorbyl palmitate,E460 - Cellulose,E460i - Microcrystalline cellulose,E464 - Hydroxypropyl methyl cellulose",4.0,,,4.0,,not-applicable,100.0g,100.0,169.0,9.0,3.0,19.45,4.05,22.0,1.95,0.125,0.05
,,,,,,,,,,45.0,e,14 g,14.0,857.0,100.0,14.3,293.0,18.6,101.0,,8.57,3.43
,,,,,,,,,,,unknown,100.0g,100.0,238.0,18.5,12.5,0.6,,1.0,2.70000004768372,0.688976366219557,0.275590546487823
"acrylate adhesive, polyester, silicone adhesive","en:acrylate-adhesive,en:polyester,en:silicone-adhesive","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,,,unknown,9 g,9.0,12.0,3.09999990463257,0.5,25.2000007629395,,3.29999995231628,2.0,,
,,,,,,,,,,,unknown,0g,0.0,352.941176470588,17.6470588235294,,,5.88235294117647,11.7647058823529,5.88235294117647,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Milk Powder (for texture), Medium Chain Triglyceride (MCT) Oil Powder (Nonfat Dry Milk, Potassium Phosphate), Natural and Artificial Flavors, Cellulose Gum, Sucralose, Acesulfame Potassium, Maltodextrin, Salt, Silicon Dioxide","en:whole-food-protein-blend,en:milk-powder,en:dairy,en:medium-chain-triglyceride,en:oil,en:oil-and-fat,en:natural-and-artificial-flavouring,en:flavouring,en:natural-flavouring,en:artificial-flavouring,en:e466,en:e955,en:e950,en:maltodextrin,en:salt,en:e551,en:beef-protein-isolate,en:pea-protein,en:protein,en:plant-protein,en:whole-rice-protein,en:rice-protein,en:chicken-protein,en:poultry,en:animal-protein,en:chicken,en:egg-white,en:egg,en:salmon-protein,en:for-texture,en:mct,en:skimmed-milk-powder,en:e340","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,"en:e340,en:e466,en:e950,en:e955","E340 - Potassium phosphates,E466 - Sodium carboxy methyl cellulose,E950 - Acesulfame k,E955 - Sucralose",4.0,,,4.0,,unknown,29g,29.0,448.0,6.9,3.45,13.8,6.9,82.8,3.45,0.733,0.293
"tions melles microcristalline), extrait de thé vert (Camellia sinensis), amidon de mais, rinés % VNR* extrait de cacao (Theobroma cacao), ng.... 50 % extrait de yerba maté (llex paraguariensis), poudre de caféine, poudre de cannelle Bmng Cinnamomum verum), anti-agglomérants ng (dioxyde de silicium, acides gras, mg carboxyméthylcellulose de sodium, sels ing ing de magnésium d'acides gras), poudre ng de céleri (Apium graveolens), poudre ing de persil (Petroselinum crispum), acide L-ascorbique, poudre de luzerne (Medicago sativa), poudre de fenouil (Foeniculum vulgare), enrobage du comprimé lagent d'enrobage (carboxyméthylcellulose de sodium), dextrine, dextrose, émulsifiant ing Amg 2mg ste derencelécithine de soja)l, poudre de réglisse te dage (Glycyrrhiza glabra). Conseil : pour les relulose AFERIROPE LIMITED allergènes, voir les ingrédients en gras. ©2015 HERBALIFE LOO5OF R-05 SK Uo050","fr:tions-melles-microcristalline,en:green-tea-extract,en:plant,en:tea,en:green-tea,en:corn-starch,en:starch,fr:rines-vnr-extrait-de-cacao,fr:ng,en:mate,en:caffeine,fr:poudre-de-cannelle-bmng-cinnamomum-verum,fr:anti-agglomerants-ng,fr:poudre-ng-de-celeri,fr:poudre-ing-de-persil,en:e300,en:alfalfa,en:fennel,en:vegetable,en:stalk-vegetable,fr:enrobage-du-comprime-lagent-d-enrobage,en:e1400,en:dextrose,en:added-sugar,en:monosaccharide,en:glucose,fr:emulsifiant-ing-amg-2mg-ste-derencelecithine-de-soja-l,fr:poudre-de-reglisse-te-dage,fr:conseil,fr:2015-herbalife-loo5of-r-05-sk-uo050,fr:camellia-sinensis,fr:theobroma-cacao,fr:llex-paraguariensis,en:e551,en:e570,fr:mg-carboxymethylcellulose-de-sodium,fr:sels-ing-ing-de-magnesium-d-acides-gras,en:celery,en:parsley,en:herb,en:leaf-vegetable,fr:medicago-sativa,en:e466,en:liquorice,fr:pour-les-relulose-aferirope-limited-allergenes","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,"en:e1400,en:e466,en:e551,en:e570","E1400 - Dextrin,E466 - Sodium carboxy methyl cellulose,E551 - Silicon dioxide,E570 - Fatty acids",4.0,en:celery,,4.0,,not-applicable,1000mg,1.0,,,,,,,,,
"mûre bio 50% (fruit 27%, purée 23%) sucre de canne bio, gélifiant: pectine de fruits, traces éventuelle de fruit à coques","en:blackberry,en:fruit,en:berries,en:cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:gelling-agent,fr:traces-eventuelle-de-fruit-a-coques,en:puree,en:fruit-pectin,en:e440a","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e440,E440 - Pectins,1.0,"en:eggs,en:gluten,en:milk,en:nuts",,4.0,17.0,d,,,249.0,0.3,0.05,60.0,59.0,0.5,2.0,0.05,0.02
100% certified organic granulated erythritol,en:e968,"en:palm-oil-free,en:vegan,en:vegetarian",,en:e968,E968 - Erythritol,1.0,,,4.0,0.0,a,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,unknown,0g,0.0,290.0,3.3,,42.0,,10.0,,,
"Sucre, blanc d'œufs 19%, beurre concentré, chocolat noir 12.5% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant: lécithines (soja), arôme naturel de vanille), poudre d'amande 12%, farine de blé 11%, ceufs 5.5%, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre, sel, arôme naturel de cacao. Peut contenir des traces d'autres fruits à coque.","en:sugar,en:added-sugar,en:disaccharide,en:egg-white,en:egg,en:butterfat,en:dairy,en:oil-and-fat,en:fat,en:milkfat,en:dark-chocolate,en:chocolate,en:powdered-almonds,en:nut,en:tree-nut,en:almond,en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,fr:ceufs,en:glucose-fructose-syrup,en:monosaccharide,en:fructose,en:glucose,en:stabiliser,en:fat-reduced-cocoa-powder,en:plant,en:cocoa,en:cocoa-powder,en:salt,en:natural-cocoa-flavouring,en:flavouring,en:natural-flavouring,en:cocoa-paste,en:cocoa-butter,fr:matiere-grasse-de-lait-anhydre,en:emulsifier,en:natural-vanilla-flavouring,en:vanilla-flavouring,en:e422,en:e322,en:soya-lecithin,en:e322i","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,"en:e322,en:e322i,en:e422","E322 - Lecithins,E322i - Lecithin,E422 - Glycerol",3.0,"en:eggs,en:gluten,en:milk,en:nuts,en:soybeans",,4.0,,unknown,1 g,1.0,,,,,,,,,
leite  egua,en:leite-egua,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,0g,0.0,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,500.0g,500.0,171.2,7.56,,21.68,,6.22,0.8,,
,,,,,,,,,,13.0,d,100g,100.0,482.0,27.2,0.85,54.0,15.8,5.3,,0.61,0.244
Abricots,"en:apricot,en:fruit,en:prunus-species-fruit","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-4.0,a,,,,,,,,,,,
,,,,,,,,,,,unknown,30 g,30.0,610.0,51.2,5.6,5.3,2.2,31.0,,0.1,0.04
,,,,,,,,,,,unknown,,,,,,,,,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
"Füllstoff (Mikrokristalline Cellulose), Zinkglu - conat, Modifizierte Stärke, Biotin (Vitamin B7), Natriumselenit.","es:fullstoff,es:zinkglu,es:conat,es:modifizierte-starke,en:biotin,en:vitamins,es:natriumselenit,es:mikrokristalline-cellulose","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,,,unknown,,,,,,,,,,,
"Kakaomasse*, Rohrzucker*, 10% karamellisierte Kokosflocken* (Kokosnuss*, Rohrzucker*), Kakaobutter*. *aus biologischer Landwirtschaft Kakao: 72%","en:kakaomasse,en:rohrzucker,en:karamellisierte-kokosflocken,en:kakaobutter,en:aus-biologischer-landwirtschaft-kakao,en:kokosnuss","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,18.0,d,0g,0.0,214.2938,12.4293788888889,7.3446326,14.689265,3.5593224,9.60452,1.1299435,1.3700565,0.5480226
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,"en:vegan,en:vegetarian",,,,,,,2.0,20.0,e,,,380.0,1.0,0.4,1.4,0.5,85.0,3.8,3.1,1.24
"Aqua, Cocos Nucifera Fruit Juice, Aloe Barbadensis Leaf Juice, Butyrospermum Parkii Butter, Dicaprylyl Carbonate, Caprylic/Capric Triglyceride, Olea Europaea Fruit Oil, Cetearyl Alcohol, Glyceryl Stearate SE, Hexyidecanol, Hexyldecyl Laurate, Hydrogenated Vegetable Glycerides, Argania Spinosa Kernel Oilt, Glycerin, Squalane, Sodium Hyaluronate, Cucumis Sativus Extract, Sodium Stearoyl Glutamate, Glyceryl Caprylate, Toco- pherol (Vitamin E), Xanthan Gum, Sodium Phytate, Sodium Ben- zoate, Citric Acid, Sodium Levulinate, Sodium Anisate, Parfum &quot;certified organic X000WD7L2D","en:water,en:cocos-nucifera-fruit-juice,en:aloe-vera,en:vegetable,en:butyrospermum-parkii-butter,en:dicaprylyl-carbonate,en:caprylic,en:capric-triglyceride,en:olea-europaea-fruit-oil,en:cetearyl-alcohol,en:glyceryl-stearate-se,en:hexyidecanol,en:hexyldecyl-laurate,en:hydrogenated-vegetable-glycerides,en:argania-spinosa-kernel-oilt,en:e422,en:squalane,en:sodium-hyaluronate,en:cucumis-sativus-extract,en:sodium-stearoyl-glutamate,en:glyceryl-caprylate,en:toco,en:pherol,en:e415,en:sodium-phytate,en:sodium-ben,en:zoate,en:e330,en:sodium-levulinate,en:sodium-anisate,en:parfum-x000wd7l2d,en:vitamin-e,en:vitamins","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e330,en:e415,en:e422,en:e502,en:e621","E330 - Citric acid,E415 - Xanthan gum,E422 - Glycerol,E502 - Carbonates,E621 - Monosodium glutamate",5.0,,,4.0,,unknown,0g,0.0,,,,,,,,,
"660mg 440mg the UK.) MADE IN UK LYON J765624.v00 X000KLI7E3 of water. CAUTION: Do recommended do pregnant, breast prescription medic daily with medical supervision advisable to const taking any suppleme product is not intend cure or prevent any Discontinue use and GP if adverse reacto Not suitable for pers the age of 18. Keep of children at all in use if seal is broken Food supplements be used as a s subs varied and balan healthy lifestyle EAN: 713179312293","en:the-uk-made-in-uk-lyon-j765624-v00-x000kli7e3-of-water,en:caution,en:breast-prescription-medic-daily-with-medical-supervision-advisable-to-const-taking-any-suppleme-product-is-not-intend-cure-and-prevent-any-discontinue-use-and-gp-if-adverse-reacto-not-suitable-for-pers-the-age-of-18,en:keep-of-children-at-all-in-use-if-seal-is-broken-food-supplements-be-used-as-a-s-subs-varied-and-balan-healthy-lifestyle-ean,en:do-recommended-do-pregnant,en:713179312293","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,not-applicable,100.0g,100.0,225.0,13.3,,14.5,,9.7,0.66,0.865,0.346
,,,,,,,,,,,unknown,3.0g,3.0,,,,,,,,,
"potato, high oleic sunflower oil (31%) flavourings, rice flour, salt, cornflour sugar, citric acid,","en:potato,en:vegetable,en:root-vegetable,en:tuber,en:high-oleic-sunflower-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:sunflower-oil,en:flavouring,en:rice-flour,en:flour,en:rice,en:salt,en:cornflour-sugar,en:e330","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e330,E330 - Citric acid,1.0,,,4.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,not-applicable,77.0g,77.0,363.636363636364,7.79220779220779,1.94805194805195,53.2467532467532,10.3896103896104,25.974025974026,7.79220779220779,0.0876623376623377,0.0350649350649351
,,,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,9.0,d,,,63.0,0.0,0.0,15.5,15.5,0.2,0.0,0.0,0.0
,,"en:vegan,en:vegetarian",,,,,,,,,not-applicable,,,,,,,,,,,
xanthan gum,en:e415,"en:palm-oil-free,en:vegan,en:vegetarian",,en:e415,E415 - Xanthan gum,1.0,,,4.0,-5.0,a,100g,100.0,183.0,0.0,0.0,0.1,0.1,5.8,81.9,0.05,0.02
,,,,,,,,,2.0,,unknown,0g,0.0,,,,,,,,,
"filtered water, grape juice concentrate, pomegranate juice concentrate, malic acid, fumaric acid, natural flavor, sodium citrate, ascorbic acid (vitamin C), red 40, sucralose, acesulfame potassium, blue 1","en:filtered-water,en:water,en:concentrated-grape-juice,en:fruit,en:berries,en:juice,en:fruit-juice,en:grape,en:grape-juice,en:pomegranate-juice,en:pomegranate,en:e296,en:e297,en:natural-flavouring,en:flavouring,en:sodium-citrate,en:minerals,en:sodium,en:e300,en:e129,en:e955,en:e950,en:e133,en:vitamin-c","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e129,en:e133,en:e296,en:e297,en:e331,en:e950,en:e955","E129 - Allura red,E133 - Brilliant blue FCF,E296 - Malic acid,E297 - Fumaric acid,E331 - Sodium citrates,E950 - Acesulfame k,E955 - Sucralose",7.0,,,4.0,3.0,c,30 g,30.0,110.0,8.0,0.1,1.7,0.6,26.0,62.5,0.1,0.04
leite  egua,en:leite-egua,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,not-applicable,0g,0.0,,,,,,,,,
leite  egua,en:leite-egua,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,.5g,0.5,,,,,,,,,
,,,,,,,,,,,unknown,1.2-2.1 kg,,,,,,,,,0.0,0.0
Organic Raw Criollo Cacao Powder from Peru.,en:raw-criollo-cacao-powder,"en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,,,unknown,55.0g,55.0,278.0,16.7000007629395,13.5,28.2000007629395,23.0,3.29999995231628,1.0,0.0,0.0
,,,,,,,,,,,unknown,80 gram,80.0,323.0,17.0,,33.0,,9.6,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
Poudre de cacao bio du Ghana et de la Côte d'Ivoire.,en:poudre-de-cacao-bio-du-ghana-et-de-la-cote-d-ivoire,"en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,,,unknown,1 bun (140 g),140.0,271.0,5.8,3.1,45.0,8.0,8.0,,0.001575,0.00063
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
"Sugar Cane, Glucose Syrup (Corn Syrup), Water, Citrus Pectin, Citric Acid, Sodium Citrate, Natural and Artificial Flavors, Betacarotene.","en:sugarcane,en:glucose-syrup,en:added-sugar,en:monosaccharide,en:glucose,en:water,en:citrus-pectin,en:e440a,en:fruit-pectin,en:e330,en:sodium-citrate,en:minerals,en:sodium,en:natural-and-artificial-flavouring,en:flavouring,en:natural-flavouring,en:artificial-flavouring,en:betacarotene,en:corn-syrup,en:disaccharide","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e330,en:e331,en:e440","E330 - Citric acid,E331 - Sodium citrates,E440 - Pectins",3.0,,,4.0,,unknown,0g,0.0,260.0,3.5,,50.0,,7.0,,,
,,,,,,,,,,,unknown,0g,0.0,,,,,,,,,
exemples1 and examples2,en:exemples1-and-examples2,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,22.0,e,15g,15.0,633.0,53.3,8.33,13.3,0.0,26.7,3.33,50.0,20.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,2 g,2.0,,,,,,,,,
"Beetroot extract, Quercetin, L-Citrulline, Schisandra fruit extract, Pomegranate fruit extract, Pine Bark extract, Hawthorn Berry extract, Celery Seed extract, Cane Sugar, Natural Flavors, Citric Acid","en:beetroot,en:vegetable,en:root-vegetable,en:taproot-vegetable,en:quercetin,en:l-citrulline,en:schisandra-fruit-extract,en:pomegranate-fruit-extract,en:pine-bark-extract,en:hawthorn-berry-extract,en:celery-seed,en:seed,en:stalk-vegetable,en:celery,en:cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:natural-flavouring,en:flavouring,en:e330","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e330,E330 - Citric acid,1.0,en:mustard,,4.0,,unknown,3.3g,3.3,,,,,,,,,
Maltodextrin and Stevia,"en:maltodextrin,en:stevia","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,4.0,,unknown,1g,1.0,,,,,,,,,
,,,,,,,,,,,unknown,,,215.13,6.79,,,,16.7,,0.614,0.2456
I want to know,en:i-want-to-know,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,11.0,d,,,214.65,6.79,2.95,21.67,18.49,2.29,0.0,0.443,0.1772
"Pâtisseries fourrées à la pulpe de pêche : farine de blé, fourrage pêche 20% (sirop de glucose-fructose, purée de pêche 50%*, sucre, gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arômes, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *% exprimé sur le fourrage équivalent à 10% sur l’ensemble du produit. Pâtisseries fourrées à la pulpe d'abricot : farine de blé, fourrage abricot 20% (sirop de glucose-fructose, purée d'abricot 50%*, sucre, gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arômes, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *% exprimé sur le fourrage équivalent à 10% sur l’ensemble du produit. Pâtisseries fourrées à la pulpe de fruits rouges : farine de blé, fourrage fruits rouges 20% (sirop de glucose-fructose, purée de fraise 17.8%*, sucre, purée de framboise concentrée 5%* (équivalent à 21.2%* de purée de framboise), purée de cerise concentrée 3%* (équivalent à 11%* de purée de cerise), gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arôme, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *soit un équivalent de 50% de purée de fruits sur le fourrage équivalent à 10% sur l’ensemble du produit.","fr:patisseries-fourrees-a-la-pulpe-de-peche,fr:fourrage-peche,en:colza-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:rapeseed-oil,en:fresh-egg,en:egg,en:sugar,en:added-sugar,en:disaccharide,en:glucose-fructose-syrup,en:monosaccharide,en:fructose,en:glucose,en:stabiliser,en:raising-agent,en:e500,en:e450,en:salt,en:skimmed-milk-powder,en:dairy,en:milk-powder,en:emulsifier,en:flavouring,fr:patisseries-fourrees-a-la-pulpe-d-abricot,fr:fourrage-abricot,fr:patisseries-fourrees-a-la-pulpe-de-fruits-rouges,fr:fourrage-fruits-rouges,en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:peach-puree,en:fruit,en:prunus-species-fruit,en:peach,en:gelling-agent,en:acidity-regulator,en:e331,en:preservative,en:e422,en:e503,en:e471,en:apricot-puree,en:apricot,en:strawberry-puree,en:berries,en:puree,en:strawberry,fr:puree-de-framboise-concentree,en:raspberry,en:raspberry-puree,en:cherry,en:e440a,en:e330,en:e202","en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",,"en:e202,en:e330,en:e331,en:e422,en:e440,en:e450,en:e471,en:e500,en:e503","E202 - Potassium sorbate,E330 - Citric acid,E331 - Sodium citrates,E422 - Glycerol,E440 - Pectins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",9.0,,,4.0,11.0,e,33g,33.0,412.0,18.0,2.0,57.0,31.0,5.0,1.0,0.63,0.252
REFILL YOUR BOTTLE ECONOMIC REFILL &quot; Hydratant Visage et Corps. &quot; Reparateur et cicatrisant. &quot; Gel apres-rasage et apres epilation. &quot; Gel pour la barbe. &quot; Reparateur apres soleil. Soin pour les animaux de compagnie. B. .T. cosmetic,"en:refill-your-bottle-economic-refill-hydratant-visage-et-corps,en:reparateur-et-cicatrisant,en:gel-apres-rasage-et-apres-epilation,en:gel-pour-la-barbe,en:reparateur-apres-soleil,en:soin-pour-les-animaux-de-compagnie,en:b,en:t,en:cosmetic","en:palm-oil-content-unknown,en:vegan,en:vegetarian",,,,0.0,,,,18.0,e,,,216.91,7.23,4.03,18.48,17.95,18.53,1.9,0.3,0.12
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,20 g,20.0,384.0,0.0,,96.0,,0.0,,,
100% PURE BOVINE COLLAGEN PEPTIDES,en:pure-bovine-collagen-peptides,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,not-applicable,13 g,13.0,360.0,0.0,0.0,0.0,0.0,90.0,0.0,1.25,0.5
,,"en:vegan,en:vegetarian",,,,,,,,,not-applicable,30 g,30.0,367.0,2.67,0.0,2.67,0.0,80.0,,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
"Hvetemel, melbehandlingsmiddel (askorbinsyre). Inneholder 80% av kornets bestanddeler.","en:hvetemel,en:melbehandlingsmiddel,en:inneholder-80-av-kornets-bestanddeler,en:askorbinsyre","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,0.0,0.0,,0.0,,0.0,,,
